idx,날짜,기준금리(%),국내총생산(시장가격 GDP)(십억원),국내총소득(GDI),국민총소득(GNI),소비자물가지수(2015 = 100),경제성장률(%),실업률(%),국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원),KOSPI(평균),KOSDAQ(평균),아파트 거래량 매매(전국),총 인구(명),가계대출(조원),평균전세가율(전국),소비자물가지수(2015 = 100)(lag6),소비자물가지수(2015 = 100)(lag5),소비자물가지수(2015 = 100)(lag4),소비자물가지수(2015 = 100)(lag3),소비자물가지수(2015 = 100)(lag2),소비자물가지수(2015 = 100)(lag1),실업률(%)(lag6),실업률(%)(lag5),실업률(%)(lag4),실업률(%)(lag3),실업률(%)(lag2),실업률(%)(lag1),KOSPI(평균)(lag6),KOSPI(평균)(lag5),KOSPI(평균)(lag4),KOSPI(평균)(lag3),KOSPI(평균)(lag2),KOSPI(평균)(lag1),KOSDAQ(평균)(lag6),KOSDAQ(평균)(lag5),KOSDAQ(평균)(lag4),KOSDAQ(평균)(lag3),KOSDAQ(평균)(lag2),KOSDAQ(평균)(lag1),평균전세가율(전국)(lag6),평균전세가율(전국)(lag5),평균전세가율(전국)(lag4),평균전세가율(전국)(lag3),평균전세가율(전국)(lag2),평균전세가율(전국)(lag1),기준금리(%)(lag6),기준금리(%)(lag5),기준금리(%)(lag4),기준금리(%)(lag3),기준금리(%)(lag2),기준금리(%)(lag1),국내총투자율(%)(lag6),국내총투자율(%)(lag5),국내총투자율(%)(lag4),국내총투자율(%)(lag3),국내총투자율(%)(lag2),국내총투자율(%)(lag1),가계대출(조원)(lag6),가계대출(조원)(lag5),가계대출(조원)(lag4),가계대출(조원)(lag3),가계대출(조원)(lag2),가계대출(조원)(lag1),국내총생산(시장가격 GDP)(십억원)(lag6),국내총생산(시장가격 GDP)(십억원)(lag5),국내총생산(시장가격 GDP)(십억원)(lag4),국내총생산(시장가격 GDP)(십억원)(lag3),국내총생산(시장가격 GDP)(십억원)(lag2),국내총생산(시장가격 GDP)(십억원)(lag1),원/미국달러(매매기준율 평균 원)(lag6),원/미국달러(매매기준율 평균 원)(lag5),원/미국달러(매매기준율 평균 원)(lag4),원/미국달러(매매기준율 평균 원)(lag3),원/미국달러(매매기준율 평균 원)(lag2),원/미국달러(매매기준율 평균 원)(lag1),원/미국달러(매매기준율 평균 원)(lag8),아파트 거래량 매매(전국)(lag6),아파트 거래량 매매(전국)(lag5),아파트 거래량 매매(전국)(lag4),아파트 거래량 매매(전국)(lag3),아파트 거래량 매매(전국)(lag2),아파트 거래량 매매(전국)(lag1),평균아파트매매가격(전국),평균아파트매매가격(서울),평균종합주택매매가격지수(전국),평균종합주택매매가격지수(서울),평균아파트매매가격(전국) (diff; order=1),아파트 거래량 매매(전국) (diff; order=1),실업률(%) (diff; order=1),KOSDAQ(평균) (diff; order=1),기준금리(%) (diff; order=1),원/미국달러(매매기준율 평균 원) (diff; order=1),국내총생산(시장가격 GDP)(십억원) (diff; order=1),국내총소득(GDI) (diff; order=1),국민총소득(GNI) (diff; order=1),소비자물가지수(2015 = 100) (diff; order=1),경제성장률(%) (diff; order=1),국내총투자율(%) (diff; order=1),총저축률(%) (diff; order=1),KOSPI(평균) (diff; order=1),총 인구(명) (diff; order=1),가계대출(조원) (diff; order=1),평균전세가율(전국) (diff; order=1),KOSPI(평균) (diff; order=1)(lag1),아파트 거래량 매매(전국) (diff; order=1)(lag1)
85,2009년 1월,2.5,325118,311304,310313.4,86.916,0.1,3.6,26.8,33.8,1346.1,1156.37,377.44,42098,49552045,684.4,,87.229,87.072,87.151,87.072,86.837,86.837,3.1,3.1,3,3,3,3.3,1569.6,1537.55,1446.56,1201.7,1073.95,1114.9,507.14,444.16,348.31,310.48,324.98,355.1,,,,,,,5,5.25,5.25,4.25,4,3,36.7,36.7,36.7,29.2,29.2,29.2,675,675,675,683.6,683.6,683.6,335854.8,335854.8,335854.8,324825.7,324825.7,324825.7,1019.12,1041.54,1130.4,1326.92,1390.09,1373.84,1036.73,78684,58913,57475,62073,48565,47428,289.2,662.2,85.6,92.8,66.6,-5330,0.3,22.34,-0.5,-27.74,292.3,3167.6,488.9,0.079,3.4,-2.4,-0.2,41.47,11678,0.8,,40.95,-1137
86,2009년 2월,2,325118,311304,310313.4,87.543,0.1,3.9,26.8,33.8,1429.46,1139.75,390.98,56443,49577741,684.4,,87.072,87.151,87.072,86.837,86.837,86.916,3.1,3,3,3,3.3,3.6,1537.55,1446.56,1201.7,1073.95,1114.9,1156.37,444.16,348.31,310.48,324.98,355.1,377.44,,,,,,,5.25,5.25,4.25,4,3,2.5,36.7,36.7,29.2,29.2,29.2,26.8,675,675,683.6,683.6,683.6,684.4,335854.8,335854.8,324825.7,324825.7,324825.7,325118,1041.54,1130.4,1326.92,1390.09,1373.84,1346.1,1029.27,58913,57475,62073,48565,47428,42098,267.5,624.2,85.4,92.7,-21.7,14345,0.3,13.54,-0.5,83.36,0,0,0,0.627,0,0,0,-16.62,25696,0,,41.47,-5330
87,2009년 3월,2,325118,311304,310313.4,88.17,0.1,4,26.8,33.8,1461.98,1140.45,484.22,70996,49596381,684.4,,87.151,87.072,86.837,86.837,86.916,87.543,3,3,3,3.3,3.6,3.9,1446.56,1201.7,1073.95,1114.9,1156.37,1139.75,348.31,310.48,324.98,355.1,377.44,390.98,,,,,,,5.25,4.25,4,3,2.5,2,36.7,29.2,29.2,29.2,26.8,26.8,675,683.6,683.6,683.6,684.4,684.4,335854.8,324825.7,324825.7,324825.7,325118,325118,1130.4,1326.92,1390.09,1373.84,1346.1,1429.46,1019.12,57475,62073,48565,47428,42098,56443,261.2,642,85.3,92.6,-6.3,14553,0.1,93.24,0,32.52,0,0,0,0.627,0,0,0,0.7,18640,0,,-16.62,14345
88,2009년 4월,2,329451.1,324948.2,325010.6,88.405,1.3,3.8,27.8,33,1341.9,1322.1,533.82,71353,49593665,700.1,,87.072,86.837,86.837,86.916,87.543,88.17,3,3,3.3,3.6,3.9,4,1201.7,1073.95,1114.9,1156.37,1139.75,1140.45,310.48,324.98,355.1,377.44,390.98,484.22,,,,,,,4.25,4,3,2.5,2,2,29.2,29.2,29.2,26.8,26.8,26.8,683.6,683.6,683.6,684.4,684.4,684.4,324825.7,324825.7,324825.7,325118,325118,325118,1326.92,1390.09,1373.84,1346.1,1429.46,1461.98,1041.54,62073,48565,47428,42098,56443,70996,302.4,637.4,85.4,92.8,41.2,357,-0.2,49.6,0,-120.08,4333.1,13644.2,14697.2,0.235,1.2,1,-0.8,181.65,-2716,15.7,,0.7,14553
89,2009년 5월,2,329451.1,324948.2,325010.6,88.405,1.3,3.8,27.8,33,1258.71,1400.5,516.39,65763,49618780,700.1,,86.837,86.837,86.916,87.543,88.17,88.405,3,3.3,3.6,3.9,4,3.8,1073.95,1114.9,1156.37,1139.75,1140.45,1322.1,324.98,355.1,377.44,390.98,484.22,533.82,,,,,,,4,3,2.5,2,2,2,29.2,29.2,26.8,26.8,26.8,27.8,683.6,683.6,684.4,684.4,684.4,700.1,324825.7,324825.7,325118,325118,325118,329451.1,1390.09,1373.84,1346.1,1429.46,1461.98,1341.9,1130.4,48565,47428,42098,56443,70996,71353,284,621.3,85.5,92.9,-18.4,-5590,0,-17.43,0,-83.19,0,0,0,0,0,0,0,78.4,25115,0,,181.65,357
90,2009년 6월,2,329451.1,324948.2,325010.6,88.327,1.3,3.8,27.8,33,1261.35,1395.24,496.39,75123,49642216,700.1,,86.837,86.916,87.543,88.17,88.405,88.405,3.3,3.6,3.9,4,3.8,3.8,1114.9,1156.37,1139.75,1140.45,1322.1,1400.5,355.1,377.44,390.98,484.22,533.82,516.39,,,,,,,3,2.5,2,2,2,2,29.2,26.8,26.8,26.8,27.8,27.8,683.6,684.4,684.4,684.4,700.1,700.1,324825.7,325118,325118,325118,329451.1,329451.1,1373.84,1346.1,1429.46,1461.98,1341.9,1258.71,1326.92,47428,42098,56443,70996,71353,65763,311.8,655.7,85.6,93.2,27.8,9360,0,-20,0,2.64,0,0,0,-0.078,0,0,0,-5.26,23436,0,,78.4,-5590
91,2009년 7월,2,339310.5,330947.5,330728.8,88.641,3,3.7,31.6,33.9,1263.97,1460.03,515.61,79427,49665471,717,,86.916,87.543,88.17,88.405,88.405,88.327,3.6,3.9,4,3.8,3.8,3.8,1156.37,1139.75,1140.45,1322.1,1400.5,1395.24,377.44,390.98,484.22,533.82,516.39,496.39,,,,,,,2.5,2,2,2,2,2,26.8,26.8,26.8,27.8,27.8,27.8,684.4,684.4,684.4,700.1,700.1,700.1,325118,325118,325118,329451.1,329451.1,329451.1,1346.1,1429.46,1461.98,1341.9,1258.71,1261.35,1390.09,42098,56443,70996,71353,65763,75123,296.7,635.9,85.9,93.9,-15.1,4304,-0.1,19.22,0,2.62,9859.4,5999.3,5718.2,0.314,1.7,3.8,0.9,64.79,23255,16.9,,-5.26,9360
92,2009년 8월,2,339310.5,330947.5,330728.8,88.955,3,3.7,31.6,33.9,1238.4,1577.91,523.16,76345,49688156,717,,87.543,88.17,88.405,88.405,88.327,88.641,3.9,4,3.8,3.8,3.8,3.7,1139.75,1140.45,1322.1,1400.5,1395.24,1460.03,390.98,484.22,533.82,516.39,496.39,515.61,,,,,,,2,2,2,2,2,2,26.8,26.8,27.8,27.8,27.8,31.6,684.4,684.4,700.1,700.1,700.1,717,325118,325118,329451.1,329451.1,329451.1,339310.5,1429.46,1461.98,1341.9,1258.71,1261.35,1263.97,1373.84,56443,70996,71353,65763,75123,79427,308.6,650,86.1,94.4,11.9,-3082,0,7.55,0,-25.57,0,0,0,0.314,0,0,0,117.88,22685,0,,64.79,4304
93,2009년 9월,2,339310.5,330947.5,330728.8,89.034,3,3.3,31.6,33.9,1219.15,1659.45,501.83,85778,49711355,717,,88.17,88.405,88.405,88.327,88.641,88.955,4,3.8,3.8,3.8,3.7,3.7,1140.45,1322.1,1400.5,1395.24,1460.03,1577.91,484.22,533.82,516.39,496.39,515.61,523.16,,,,,,,2,2,2,2,2,2,26.8,27.8,27.8,27.8,31.6,31.6,684.4,700.1,700.1,700.1,717,717,325118,329451.1,329451.1,329451.1,339310.5,339310.5,1461.98,1341.9,1258.71,1261.35,1263.97,1238.4,1346.1,70996,71353,65763,75123,79427,76345,273.6,614.5,86.7,95.5,-35,9433,-0.4,-21.33,0,-19.25,0,0,0,0.079,0,0,0,81.54,23199,0,,117.88,-3082
94,2009년 10월,2,341844.7,332611.9,332007.7,88.798,0.7,3.2,31.5,33.4,1175.25,1630.61,477.15,82308,49736280,734.3,,88.405,88.405,88.327,88.641,88.955,89.034,3.8,3.8,3.8,3.7,3.7,3.3,1322.1,1400.5,1395.24,1460.03,1577.91,1659.45,533.82,516.39,496.39,515.61,523.16,501.83,,,,,,,2,2,2,2,2,2,27.8,27.8,27.8,31.6,31.6,31.6,700.1,700.1,700.1,717,717,717,329451.1,329451.1,329451.1,339310.5,339310.5,339310.5,1341.9,1258.71,1261.35,1263.97,1238.4,1219.15,1429.46,71353,65763,75123,79427,76345,85778,235.7,588.7,87.1,95.9,-37.9,-3470,-0.1,-24.68,0,-43.9,2534.2,1664.4,1278.9,-0.236,-2.3,-0.1,-0.5,-28.84,24925,17.3,,81.54,9433
95,2009년 11월,2,341844.7,332611.9,332007.7,88.955,0.7,3.3,31.5,33.4,1164.23,1583.47,498.35,72547,49759141,734.3,,88.405,88.327,88.641,88.955,89.034,88.798,3.8,3.8,3.7,3.7,3.3,3.2,1400.5,1395.24,1460.03,1577.91,1659.45,1630.61,516.39,496.39,515.61,523.16,501.83,477.15,,,,,,,2,2,2,2,2,2,27.8,27.8,31.6,31.6,31.6,31.5,700.1,700.1,717,717,717,734.3,329451.1,329451.1,339310.5,339310.5,339310.5,341844.7,1258.71,1261.35,1263.97,1238.4,1219.15,1175.25,1461.98,65763,75123,79427,76345,85778,82308,231.8,607.2,87.3,96,-3.9,-9761,0.1,21.2,0,-11.02,0,0,0,0.157,0,0,0,-47.14,22861,0,,-28.84,-3470
96,2009년 12월,2,341844.7,332611.9,332007.7,89.269,0.7,3.5,31.5,33.4,1166.45,1646.64,535.44,75214,49773145,734.3,,88.327,88.641,88.955,89.034,88.798,88.955,3.8,3.7,3.7,3.3,3.2,3.3,1395.24,1460.03,1577.91,1659.45,1630.61,1583.47,496.39,515.61,523.16,501.83,477.15,498.35,,,,,,,2,2,2,2,2,2,27.8,31.6,31.6,31.6,31.5,31.5,700.1,717,717,717,734.3,734.3,329451.1,339310.5,339310.5,339310.5,341844.7,341844.7,1261.35,1263.97,1238.4,1219.15,1175.25,1164.23,1341.9,75123,79427,76345,85778,82308,72547,250.2,658.9,87.4,96.1,18.4,2667,0.2,37.09,0,2.22,0,0,0,0.314,0,0,0,63.17,14004,0,,-47.14,-9761
97,2010년 1월,2,348541.7,339582.2,340962.7,89.974,2,5,33.7,34.9,1138.82,1682.16,505.32,56014,49810609,740.8,,88.641,88.955,89.034,88.798,88.955,89.269,3.7,3.7,3.3,3.2,3.3,3.5,1460.03,1577.91,1659.45,1630.61,1583.47,1646.64,515.61,523.16,501.83,477.15,498.35,535.44,,,,,,,2,2,2,2,2,2,31.6,31.6,31.6,31.5,31.5,31.5,717,717,717,734.3,734.3,734.3,339310.5,339310.5,339310.5,341844.7,341844.7,341844.7,1263.97,1238.4,1219.15,1175.25,1164.23,1166.45,1258.71,79427,76345,85778,82308,72547,75214,266.6,681.5,87.5,96.2,16.4,-19200,1.5,-30.12,0,-27.63,6697,6970.3,8955,0.705,1.3,2.2,1.5,35.52,37464,6.5,,63.17,2667
98,2010년 2월,2,348541.7,339582.2,340962.7,90.156,2,4.8,33.7,34.9,1157.08,1598.96,518.7,62064,49835331,740.8,,88.955,89.034,88.798,88.955,89.269,89.974,3.7,3.3,3.2,3.3,3.5,5,1577.91,1659.45,1630.61,1583.47,1646.64,1682.16,523.16,501.83,477.15,498.35,535.44,505.32,,,,,,,2,2,2,2,2,2,31.6,31.6,31.5,31.5,31.5,33.7,717,717,734.3,734.3,734.3,740.8,339310.5,339310.5,341844.7,341844.7,341844.7,348541.7,1238.4,1219.15,1175.25,1164.23,1166.45,1138.82,1261.35,76345,85778,82308,72547,75214,56014,244,619,87.7,96.4,-22.6,6050,-0.2,13.38,0,18.26,0,0,0,0.182,0,0,0,-83.2,24722,0,,35.52,-19200
99,2010년 3월,2,348541.7,339582.2,340962.7,90.338,2,4.1,33.7,34.9,1137.64,1665.5,512.86,73895,49862894,740.8,,89.034,88.798,88.955,89.269,89.974,90.156,3.3,3.2,3.3,3.5,5,4.8,1659.45,1630.61,1583.47,1646.64,1682.16,1598.96,501.83,477.15,498.35,535.44,505.32,518.7,,,,,,,2,2,2,2,2,2,31.6,31.5,31.5,31.5,33.7,33.7,717,734.3,734.3,734.3,740.8,740.8,339310.5,341844.7,341844.7,341844.7,348541.7,348541.7,1219.15,1175.25,1164.23,1166.45,1138.82,1157.08,1263.97,85778,82308,72547,75214,56014,62064,229.6,586.2,87.9,96.5,-14.4,11831,-0.7,-5.84,0,-19.44,0,0,0,0.182,0,0,0,66.54,27563,0,,-83.2,6050
100,2010년 4월,2,355163.3,346946.5,348176.8,90.702,1.9,3.7,31.4,35.9,1117.11,1730.29,497.85,67556,49889125,756.9,,88.798,88.955,89.269,89.974,90.156,90.338,3.2,3.3,3.5,5,4.8,4.1,1630.61,1583.47,1646.64,1682.16,1598.96,1665.5,477.15,498.35,535.44,505.32,518.7,512.86,,,,,,,2,2,2,2,2,2,31.5,31.5,31.5,33.7,33.7,33.7,734.3,734.3,734.3,740.8,740.8,740.8,341844.7,341844.7,341844.7,348541.7,348541.7,348541.7,1175.25,1164.23,1166.45,1138.82,1157.08,1137.64,1238.4,82308,72547,75214,56014,62064,73895,216.8,566.7,88.1,96.5,-12.8,-6339,-0.4,-15.01,0,-20.53,6621.6,7364.3,7214.1,0.364,-0.1,-2.3,1,64.79,26231,16.1,,66.54,11831
101,2010년 5월,2,355163.3,346946.5,348176.8,90.793,1.9,3.2,31.4,35.9,1163.11,1648.3,493.3,55435,49913379,756.9,,88.955,89.269,89.974,90.156,90.338,90.702,3.3,3.5,5,4.8,4.1,3.7,1583.47,1646.64,1682.16,1598.96,1665.5,1730.29,498.35,535.44,505.32,518.7,512.86,497.85,,,,,,,2,2,2,2,2,2,31.5,31.5,33.7,33.7,33.7,31.4,734.3,734.3,740.8,740.8,740.8,756.9,341844.7,341844.7,348541.7,348541.7,348541.7,355163.3,1164.23,1166.45,1138.82,1157.08,1137.64,1117.11,1219.15,72547,75214,56014,62064,73895,67556,220.3,588.3,88.1,96.2,3.5,-12121,-0.5,-4.55,0,46,0,0,0,0.091,0,0,0,-81.99,24254,0,,64.79,-6339
102,2010년 6월,2,355163.3,346946.5,348176.8,90.702,1.9,3.5,31.4,35.9,1212.33,1691.94,490.97,57851,49934126,756.9,,89.269,89.974,90.156,90.338,90.702,90.793,3.5,5,4.8,4.1,3.7,3.2,1646.64,1682.16,1598.96,1665.5,1730.29,1648.3,535.44,505.32,518.7,512.86,497.85,493.3,,,,,,,2,2,2,2,2,2,31.5,33.7,33.7,33.7,31.4,31.4,734.3,740.8,740.8,740.8,756.9,756.9,341844.7,348541.7,348541.7,348541.7,355163.3,355163.3,1166.45,1138.82,1157.08,1137.64,1117.11,1163.11,1175.25,75214,56014,62064,73895,67556,55435,224.6,598.4,88.1,96,4.3,2416,0.3,-2.33,0,49.22,0,0,0,-0.091,0,0,0,43.64,20747,0,,-81.99,-12121
103,2010년 7월,2.25,359266.2,351857.4,353549.2,90.884,1.2,3.7,32.1,35.6,1207.3,1731.12,475.35,55447,49955240,771,,89.974,90.156,90.338,90.702,90.793,90.702,5,4.8,4.1,3.7,3.2,3.5,1682.16,1598.96,1665.5,1730.29,1648.3,1691.94,505.32,518.7,512.86,497.85,493.3,490.97,,,,,,,2,2,2,2,2,2,33.7,33.7,33.7,31.4,31.4,31.4,740.8,740.8,740.8,756.9,756.9,756.9,348541.7,348541.7,348541.7,355163.3,355163.3,355163.3,1138.82,1157.08,1137.64,1117.11,1163.11,1212.33,1164.23,56014,62064,73895,67556,55435,57851,221.9,593.9,88,95.7,-2.7,-2404,0.2,-15.62,0.25,-5.03,4102.9,4910.9,5372.4,0.182,-0.7,0.7,-0.3,39.18,21114,14.1,,43.64,2416
104,2010년 8월,2.25,359266.2,351857.4,353549.2,91.34,1.2,3.3,32.1,35.6,1179.92,1762.18,482.36,51744,49976963,771,,90.156,90.338,90.702,90.793,90.702,90.884,4.8,4.1,3.7,3.2,3.5,3.7,1598.96,1665.5,1730.29,1648.3,1691.94,1731.12,518.7,512.86,497.85,493.3,490.97,475.35,,,,,,,2,2,2,2,2,2.25,33.7,33.7,31.4,31.4,31.4,32.1,740.8,740.8,756.9,756.9,756.9,771,348541.7,348541.7,355163.3,355163.3,355163.3,359266.2,1157.08,1137.64,1117.11,1163.11,1212.33,1207.3,1166.45,62064,73895,67556,55435,57851,55447,227.6,599,87.9,95.3,5.7,-3703,-0.4,7.01,0,-27.38,0,0,0,0.456,0,0,0,31.06,21723,0,,39.18,-2404
105,2010년 9월,2.25,359266.2,351857.4,353549.2,92.068,1.2,3.4,32.1,35.6,1167.01,1815.75,509.94,52550,50001273,771,,90.338,90.702,90.793,90.702,90.884,91.34,4.1,3.7,3.2,3.5,3.7,3.3,1665.5,1730.29,1648.3,1691.94,1731.12,1762.18,512.86,497.85,493.3,490.97,475.35,482.36,,,,,,,2,2,2,2,2.25,2.25,33.7,31.4,31.4,31.4,32.1,32.1,740.8,756.9,756.9,756.9,771,771,348541.7,355163.3,355163.3,355163.3,359266.2,359266.2,1137.64,1117.11,1163.11,1212.33,1207.3,1179.92,1138.82,73895,67556,55435,57851,55447,51744,237.1,583.6,87.9,95.1,9.5,806,0.1,27.58,0,-12.91,0,0,0,0.728,0,0,0,53.57,24310,0,,31.06,-3703
106,2010년 10월,2.25,363646.8,351046.3,348931.8,92.068,1.2,3.3,33.4,34.5,1123.45,1889.7,514.88,65937,50475351,793.8,,90.702,90.793,90.702,90.884,91.34,92.068,3.7,3.2,3.5,3.7,3.3,3.4,1730.29,1648.3,1691.94,1731.12,1762.18,1815.75,497.85,493.3,490.97,475.35,482.36,509.94,,,,,,,2,2,2,2.25,2.25,2.25,31.4,31.4,31.4,32.1,32.1,32.1,756.9,756.9,756.9,771,771,771,355163.3,355163.3,355163.3,359266.2,359266.2,359266.2,1117.11,1163.11,1212.33,1207.3,1179.92,1167.01,1157.08,67556,55435,57851,55447,51744,52550,251.4,602.2,88.1,95,14.3,13387,-0.1,4.94,0,-43.56,4380.6,-811.1,-4617.4,0,0,1.3,-1.1,73.95,474078,22.8,,53.57,806
107,2010년 11월,2.5,363646.8,351046.3,348931.8,91.613,1.2,3,33.4,34.5,1126.2,1924.71,505.36,78266,50495462,793.8,,90.793,90.702,90.884,91.34,92.068,92.068,3.2,3.5,3.7,3.3,3.4,3.3,1648.3,1691.94,1731.12,1762.18,1815.75,1889.7,493.3,490.97,475.35,482.36,509.94,514.88,,,,,,,2,2,2.25,2.25,2.25,2.25,31.4,31.4,32.1,32.1,32.1,33.4,756.9,756.9,771,771,771,793.8,355163.3,355163.3,359266.2,359266.2,359266.2,363646.8,1163.11,1212.33,1207.3,1179.92,1167.01,1123.45,1137.64,55435,57851,55447,51744,52550,65937,276.6,644.2,88.4,95,25.2,12329,-0.3,-9.52,0.25,2.75,0,0,0,-0.455,0,0,0,35.01,20111,0,,73.95,13387
108,2010년 12월,2.5,363646.8,351046.3,348931.8,91.977,1.2,3.5,33.4,34.5,1147.55,2002.5,528.6,99378,50515666,793.8,,90.702,90.884,91.34,92.068,92.068,91.613,3.5,3.7,3.3,3.4,3.3,3,1691.94,1731.12,1762.18,1815.75,1889.7,1924.71,490.97,475.35,482.36,509.94,514.88,505.36,,,,,,,2,2.25,2.25,2.25,2.25,2.5,31.4,32.1,32.1,32.1,33.4,33.4,756.9,771,771,771,793.8,793.8,355163.3,359266.2,359266.2,359266.2,363646.8,363646.8,1212.33,1207.3,1179.92,1167.01,1123.45,1126.2,1117.11,57851,55447,51744,52550,65937,78266,282.9,647.8,88.7,95,6.3,21112,0.5,23.24,0,21.35,0,0,0,0.364,0,0,0,77.79,20204,0,,35.01,12329
109,2011년 1월,2.75,367040.1,347744.6,348249.7,93.07,0.9,3.8,33.9,34.3,1120.07,2091.61,517.58,71306,50534731,806.4,,90.884,91.34,92.068,92.068,91.613,91.977,3.7,3.3,3.4,3.3,3,3.5,1731.12,1762.18,1815.75,1889.7,1924.71,2002.5,475.35,482.36,509.94,514.88,505.36,528.6,,,,,,,2.25,2.25,2.25,2.25,2.5,2.5,32.1,32.1,32.1,33.4,33.4,33.4,771,771,771,793.8,793.8,793.8,359266.2,359266.2,359266.2,363646.8,363646.8,363646.8,1207.3,1179.92,1167.01,1123.45,1126.2,1147.55,1163.11,55447,51744,52550,65937,78266,99378,286.6,611.7,89,95.2,3.7,-28072,0.3,-11.02,0.25,-27.48,3393.3,-3301.7,-682.1,1.093,-0.3,0.5,-0.2,89.11,19065,12.6,,77.79,21112
110,2011년 2월,2.75,367040.1,347744.6,348249.7,93.707,0.9,4.5,33.9,34.3,1118.14,2002.87,510.59,73658,50555262,806.4,,91.34,92.068,92.068,91.613,91.977,93.07,3.3,3.4,3.3,3,3.5,3.8,1762.18,1815.75,1889.7,1924.71,2002.5,2091.61,482.36,509.94,514.88,505.36,528.6,517.58,,,,,,,2.25,2.25,2.25,2.5,2.5,2.75,32.1,32.1,33.4,33.4,33.4,33.9,771,771,793.8,793.8,793.8,806.4,359266.2,359266.2,363646.8,363646.8,363646.8,367040.1,1179.92,1167.01,1123.45,1126.2,1147.55,1120.07,1212.33,51744,52550,65937,78266,99378,71306,271.1,584.2,89.7,95.4,-15.5,2352,0.7,-6.99,0,-1.93,0,0,0,0.637,0,0,0,-88.74,20531,0,,89.11,-28072
111,2011년 3월,3,367040.1,347744.6,348249.7,94.072,0.9,4.3,33.9,34.3,1122.45,2002.67,528.44,91085,50575130,806.4,,92.068,92.068,91.613,91.977,93.07,93.707,3.4,3.3,3,3.5,3.8,4.5,1815.75,1889.7,1924.71,2002.5,2091.61,2002.87,509.94,514.88,505.36,528.6,517.58,510.59,,,,,,,2.25,2.25,2.5,2.5,2.75,2.75,32.1,33.4,33.4,33.4,33.9,33.9,771,793.8,793.8,793.8,806.4,806.4,359266.2,363646.8,363646.8,363646.8,367040.1,367040.1,1167.01,1123.45,1126.2,1147.55,1120.07,1118.14,1207.3,52550,65937,78266,99378,71306,73658,254.8,566.7,90.4,95.6,-16.3,17427,-0.2,17.85,0.25,4.31,0,0,0,0.365,0,0,0,-0.2,19868,0,,-88.74,2352
112,2011년 4월,3,368841.5,352078.6,354035.9,94.163,0.5,3.7,34.7,34.3,1086.84,2153.13,494.71,80693,50594424,826.9,,92.068,91.613,91.977,93.07,93.707,94.072,3.3,3,3.5,3.8,4.5,4.3,1889.7,1924.71,2002.5,2091.61,2002.87,2002.67,514.88,505.36,528.6,517.58,510.59,528.44,,,,,,,2.25,2.5,2.5,2.75,2.75,3,33.4,33.4,33.4,33.9,33.9,33.9,793.8,793.8,793.8,806.4,806.4,806.4,363646.8,363646.8,363646.8,367040.1,367040.1,367040.1,1123.45,1126.2,1147.55,1120.07,1118.14,1122.45,1179.92,65937,78266,99378,71306,73658,91085,249.6,570.9,91.5,95.7,-5.2,-10392,-0.6,-33.73,0,-35.61,1801.4,4334,5786.2,0.091,-0.4,0.8,0,150.46,19294,20.5,,-0.2,17427
113,2011년 5월,3,368841.5,352078.6,354035.9,94.345,0.5,3.2,34.7,34.3,1083.54,2121.87,469.03,72731,50613213,826.9,,91.613,91.977,93.07,93.707,94.072,94.163,3,3.5,3.8,4.5,4.3,3.7,1924.71,2002.5,2091.61,2002.87,2002.67,2153.13,505.36,528.6,517.58,510.59,528.44,494.71,,,,,,,2.5,2.5,2.75,2.75,3,3,33.4,33.4,33.9,33.9,33.9,34.7,793.8,793.8,806.4,806.4,806.4,826.9,363646.8,363646.8,367040.1,367040.1,367040.1,368841.5,1126.2,1147.55,1120.07,1118.14,1122.45,1086.84,1167.01,78266,99378,71306,73658,91085,80693,255.4,573.6,91.6,95.9,5.8,-7962,-0.5,-25.68,0,-3.3,0,0,0,0.182,0,0,0,-31.26,18789,0,,150.46,-10392
114,2011년 6월,3.25,368841.5,352078.6,354035.9,94.527,0.5,3.3,34.7,34.3,1081.27,2074.64,511.55,69393,50627347,826.9,,91.977,93.07,93.707,94.072,94.163,94.345,3.5,3.8,4.5,4.3,3.7,3.2,2002.5,2091.61,2002.87,2002.67,2153.13,2121.87,528.6,517.58,510.59,528.44,494.71,469.03,,,,,,,2.5,2.75,2.75,3,3,3,33.4,33.9,33.9,33.9,34.7,34.7,793.8,806.4,806.4,806.4,826.9,826.9,363646.8,367040.1,367040.1,367040.1,368841.5,368841.5,1147.55,1120.07,1118.14,1122.45,1086.84,1083.54,1123.45,99378,71306,73658,91085,80693,72731,258.4,576.8,92,95.8,3,-3338,0.1,42.52,0.25,-2.27,0,0,0,0.182,0,0,0,-47.23,14134,0,,-31.26,-7962
